timestamp,feature,window,correlation
2024-01-30T00:00:00.000000+0000,close,30,-0.3323335887277378
2024-01-31T00:00:00.000000+0000,close,30,-0.3590508824605227
2024-02-01T00:00:00.000000+0000,close,30,-0.3960692164963248
2024-02-02T00:00:00.000000+0000,close,30,-0.3861008507703308
2024-02-03T00:00:00.000000+0000,close,30,-0.2665944249671197
2024-02-04T00:00:00.000000+0000,close,30,-0.23548400885681095
2024-02-05T00:00:00.000000+0000,close,30,-0.2120288317325238
2024-02-06T00:00:00.000000+0000,close,30,-0.11241892748146629
2024-02-07T00:00:00.000000+0000,close,30,-0.046490004681559005
2024-02-08T00:00:00.000000+0000,close,30,-0.037858365958714155
2024-02-09T00:00:00.000000+0000,close,30,-0.06140223060547958
2024-02-10T00:00:00.000000+0000,close,30,-0.016484294674200716
2024-02-11T00:00:00.000000+0000,close,30,0.0415297249282734
2024-02-12T00:00:00.000000+0000,close,30,-0.11551827585490743
2024-02-13T00:00:00.000000+0000,close,30,-0.13524072163514303
2024-02-14T00:00:00.000000+0000,close,30,-0.12535273549587808
2024-02-15T00:00:00.000000+0000,close,30,-0.1795452033743228
2024-02-16T00:00:00.000000+0000,close,30,-0.21501263224343903
2024-02-17T00:00:00.000000+0000,close,30,-0.1839494210879037
2024-02-18T00:00:00.000000+0000,close,30,-0.3051214525438685
2024-02-19T00:00:00.000000+0000,close,30,-0.3419908376715085
2024-02-20T00:00:00.000000+0000,close,30,-0.40044082246851986
2024-02-21T00:00:00.000000+0000,close,30,-0.388503217192893
2024-02-22T00:00:00.000000+0000,close,30,-0.3664334509970821
2024-02-23T00:00:00.000000+0000,close,30,-0.30224166620303233
2024-02-24T00:00:00.000000+0000,close,30,-0.33555740356388225
2024-02-25T00:00:00.000000+0000,close,30,-0.3629018287959415
2024-02-26T00:00:00.000000+0000,close,30,-0.38082442408387596
2024-02-27T00:00:00.000000+0000,close,30,-0.460778720414916
2024-02-28T00:00:00.000000+0000,close,30,-0.509124400972348
2024-02-29T00:00:00.000000+0000,close,30,-0.5123707428538156
2024-03-01T00:00:00.000000+0000,close,30,-0.4347851028687748
2024-03-02T00:00:00.000000+0000,close,30,-0.47617587891445096
2024-03-03T00:00:00.000000+0000,close,30,-0.5078815452623819
2024-03-04T00:00:00.000000+0000,close,30,-0.5564042769943179
2024-03-05T00:00:00.000000+0000,close,30,-0.4691041192816453
2024-03-06T00:00:00.000000+0000,close,30,-0.4320096241414493
2024-03-07T00:00:00.000000+0000,close,30,-0.49620233080876086
2024-03-08T00:00:00.000000+0000,close,30,-0.42839445237958174
2024-03-09T00:00:00.000000+0000,close,30,-0.23525453058704224
2024-03-10T00:00:00.000000+0000,close,30,-0.19176648415407574
2024-03-11T00:00:00.000000+0000,close,30,-0.135259333829743
2024-03-12T00:00:00.000000+0000,close,30,-0.03453404919028246
2024-03-13T00:00:00.000000+0000,close,30,0.004908090900116847
2024-03-14T00:00:00.000000+0000,close,30,-0.10584525265729325
2024-03-15T00:00:00.000000+0000,close,30,-0.05244023989011638
2024-03-16T00:00:00.000000+0000,close,30,-0.05438426268467554
2024-03-17T00:00:00.000000+0000,close,30,-0.161597253703072
2024-03-18T00:00:00.000000+0000,close,30,-0.2087634901431879
2024-03-19T00:00:00.000000+0000,close,30,-0.2321012297240395
2024-03-20T00:00:00.000000+0000,close,30,-0.2050996792216349
2024-03-21T00:00:00.000000+0000,close,30,-0.22066057964487598
2024-03-22T00:00:00.000000+0000,close,30,-0.2040994305337118
2024-03-23T00:00:00.000000+0000,close,30,-0.21166000683200806
2024-03-24T00:00:00.000000+0000,close,30,-0.18959651819900014
2024-03-25T00:00:00.000000+0000,close,30,-0.20970691185701867
2024-03-26T00:00:00.000000+0000,close,30,-0.23797010034988056
2024-03-27T00:00:00.000000+0000,close,30,-0.24769779168901732
2024-03-28T00:00:00.000000+0000,close,30,-0.27404837648034003
2024-03-29T00:00:00.000000+0000,close,30,-0.2456976677518613
2024-03-30T00:00:00.000000+0000,close,30,-0.26657118548829295
2024-03-31T00:00:00.000000+0000,close,30,-0.2974780423633152
2024-04-01T00:00:00.000000+0000,close,30,-0.32160593816737987
2024-04-02T00:00:00.000000+0000,close,30,-0.37189872858845263
2024-04-03T00:00:00.000000+0000,close,30,-0.33494399360037275
2024-04-04T00:00:00.000000+0000,close,30,-0.4050905457416841
2024-04-05T00:00:00.000000+0000,close,30,-0.45574726666907295
2024-04-06T00:00:00.000000+0000,close,30,-0.27096339207101827
2024-04-07T00:00:00.000000+0000,close,30,-0.10365110629133073
2024-04-08T00:00:00.000000+0000,close,30,-0.2751528722628215
2024-04-09T00:00:00.000000+0000,close,30,-0.29888157701509127
2024-04-10T00:00:00.000000+0000,close,30,-0.31534329170875475
2024-04-11T00:00:00.000000+0000,close,30,-0.37461693757431075
2024-04-12T00:00:00.000000+0000,close,30,-0.32769085315466995
2024-04-13T00:00:00.000000+0000,close,30,-0.26734867909135757
2024-04-14T00:00:00.000000+0000,close,30,-0.3207135174383101
2024-04-15T00:00:00.000000+0000,close,30,-0.28633294561078815
2024-04-16T00:00:00.000000+0000,close,30,-0.20613872702065517
2024-04-17T00:00:00.000000+0000,close,30,-0.032263185872775844
2024-04-18T00:00:00.000000+0000,close,30,-0.10780223559147271
2024-04-19T00:00:00.000000+0000,close,30,0.037500719017063575
2024-04-20T00:00:00.000000+0000,close,30,0.1473177801022433
2024-04-21T00:00:00.000000+0000,close,30,0.16103124822025472
2024-04-22T00:00:00.000000+0000,close,30,0.18174335563850552
2024-04-23T00:00:00.000000+0000,close,30,-0.023560213650156245
2024-04-24T00:00:00.000000+0000,close,30,-0.0010351383830084686
2024-04-25T00:00:00.000000+0000,close,30,-0.043990678892871456
2024-04-26T00:00:00.000000+0000,close,30,-0.03735511069023684
2024-04-27T00:00:00.000000+0000,close,30,-0.03658267101674668
2024-04-28T00:00:00.000000+0000,close,30,-0.08412465364335603
2024-04-29T00:00:00.000000+0000,close,30,-0.12384548154877609
2024-04-30T00:00:00.000000+0000,close,30,-0.13117307133118558
2024-05-01T00:00:00.000000+0000,close,30,-0.17685838460243114
2024-05-02T00:00:00.000000+0000,close,30,-0.21426700220537487
2024-05-03T00:00:00.000000+0000,close,30,-0.24707790469107402
2024-05-04T00:00:00.000000+0000,close,30,-0.24755429706366547
2024-05-05T00:00:00.000000+0000,close,30,-0.3007050977606914
2024-05-06T00:00:00.000000+0000,close,30,-0.41857347843161335
2024-05-07T00:00:00.000000+0000,close,30,-0.48809695294265376
2024-05-08T00:00:00.000000+0000,close,30,-0.38879151206558743
2024-05-09T00:00:00.000000+0000,close,30,-0.3483529231679009
2024-05-10T00:00:00.000000+0000,close,30,-0.3873982705386383
2024-05-11T00:00:00.000000+0000,close,30,-0.4043108710834254
2024-05-12T00:00:00.000000+0000,close,30,-0.31040505614177705
2024-05-13T00:00:00.000000+0000,close,30,-0.29194468378943705
2024-05-14T00:00:00.000000+0000,close,30,-0.3032603089226014
2024-05-15T00:00:00.000000+0000,close,30,-0.2801760546170105
2024-05-16T00:00:00.000000+0000,close,30,-0.18901557536295063
2024-05-17T00:00:00.000000+0000,close,30,-0.1676458089633477
2024-05-18T00:00:00.000000+0000,close,30,-0.10284695717257296
2024-05-19T00:00:00.000000+0000,close,30,-0.074919005724301
2024-05-20T00:00:00.000000+0000,close,30,-0.10734576054682923
2024-05-21T00:00:00.000000+0000,close,30,-0.13350413286489382
2024-05-22T00:00:00.000000+0000,close,30,-0.2026692294065378
2024-05-23T00:00:00.000000+0000,close,30,-0.09020178167942673
2024-05-24T00:00:00.000000+0000,close,30,-0.11032428931258986
2024-05-25T00:00:00.000000+0000,close,30,0.012666821281323914
2024-05-26T00:00:00.000000+0000,close,30,-0.04931631281175804
2024-05-27T00:00:00.000000+0000,close,30,-0.2336279116571914
2024-05-28T00:00:00.000000+0000,close,30,-0.327678828892422
2024-05-29T00:00:00.000000+0000,close,30,-0.2890674895096592
2024-05-30T00:00:00.000000+0000,close,30,-0.30462151298022255
2024-05-31T00:00:00.000000+0000,close,30,-0.2770163768691874
2024-06-01T00:00:00.000000+0000,close,30,-0.28467609971973223
