experiment_id,strategy,family,timeframe,universe,trades,trades_per_day,profit_pct,pf,max_dd_pct,status,recommendation_code,robustness_score,robustness_flags
20260220T144657Z_strat03rsibbmeanreversion-v3c_1h_top10-mr1h-effective-wf-c,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top10_mr1h_effective_WF_C,0,0.0,0.0,0.0,0.0,success,INCREASE_SAMPLE_SIZE,70.0,"PAIR_DEPENDENCY_RISK,LOW_SAMPLE"
20260220T150748Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective,27,0.07,0.18315285199999998,1.5490820965293062,0.24595993499999624,success,MORE_WALKFORWARD,65.0,"LOW_SAMPLE,COST_FRAGILE"
20260220T150749Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-fee-base,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective_fee_base,27,0.07,0.18315285199999998,1.5490820965293062,0.24595993499999624,success,MORE_WALKFORWARD,65.0,"LOW_SAMPLE,COST_FRAGILE"
20260220T150749Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-fee-p50,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective_fee_p50,27,0.07,0.025078504,1.0648121831823227,0.28173773400000074,success,MORE_WALKFORWARD,31.0,"TOO_CONCENTRATED_TOP1,TOO_CONCENTRATED_TOP3,PAIR_DEPENDENCY_RISK,LOW_SAMPLE,COST_FRAGILE"
20260220T150749Z_strat03rsibbmeanreversion-v3c_1h_top20-mr1h-effective,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top20_mr1h_effective,9,0.07,0.29654948200000003,11.73846559859274,0.027611884338650566,success,INCREASE_SAMPLE_SIZE,80.0,LOW_SAMPLE
20260220T150810Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective,11,0.09,0.002828138999999996,1.0186878048566783,0.13055290099999864,success,INCREASE_SAMPLE_SIZE,46.0,"TOO_CONCENTRATED_TOP1,TOO_CONCENTRATED_TOP3,PAIR_DEPENDENCY_RISK,LOW_SAMPLE"
20260220T150810Z_strat03rsibbmeanreversion-v3c_1h_top20-mr1h-effective,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top20_mr1h_effective,12,0.1,-0.052027460999999976,0.7476742865362949,0.1854085009999949,success,INCREASE_SAMPLE_SIZE,46.0,"TOO_CONCENTRATED_TOP1,TOO_CONCENTRATED_TOP3,PAIR_DEPENDENCY_RISK,LOW_SAMPLE"
20260220T150811Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective,12,0.1,-0.018656114000000005,0.89204907529222,0.13055290099999864,success,INCREASE_SAMPLE_SIZE,46.0,"TOO_CONCENTRATED_TOP1,TOO_CONCENTRATED_TOP3,PAIR_DEPENDENCY_RISK,LOW_SAMPLE"
20260220T150811Z_strat03rsibbmeanreversion-v3c_1h_top20-mr1h-effective,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top20_mr1h_effective,13,0.11,-0.07351171399999998,0.6771212692904564,0.1854085009999949,success,INCREASE_SAMPLE_SIZE,46.0,"TOO_CONCENTRATED_TOP1,TOO_CONCENTRATED_TOP3,PAIR_DEPENDENCY_RISK,LOW_SAMPLE"
20260220T153233Z_strat03rsibbmeanreversion-v3c_3h_top15-mr3h-effective,Strat03RSIBBMeanReversion_v3c,mean_reversion,3h,top15_mr3h_effective,0,0.0,0.0,,0.0,success,RERUN_OR_DEBUG,72.0,"MISSING_PAIR_BREAKDOWN,LOW_SAMPLE"
20260220T153234Z_strat03rsibbmeanreversion-v3c_3h_top20-mr3h-effective,Strat03RSIBBMeanReversion_v3c,mean_reversion,3h,top20_mr3h_effective,0,0.0,0.0,,0.0,success,RERUN_OR_DEBUG,72.0,"MISSING_PAIR_BREAKDOWN,LOW_SAMPLE"
20260220T153234Z_strat19volcompressionbreakout-3h-v1_3h_top15-mr3h-effective,Strat19VolCompressionBreakout_3h_v1,volatility_breakout,3h,top15_mr3h_effective,0,0.0,0.0,,0.0,success,RERUN_OR_DEBUG,72.0,"MISSING_PAIR_BREAKDOWN,LOW_SAMPLE"
20260220T154533Z_strat03rsibbmeanreversion-v3c_2h_top20-mr2h-effective,Strat03RSIBBMeanReversion_v3c,mean_reversion,2h,top20_mr2h_effective,23,0.06,-0.14666593699999997,0.7744153838948983,0.29785411000000295,success,INCREASE_SAMPLE_SIZE,80.0,LOW_SAMPLE
20260220T154539Z_strat03rsibbmeanreversion-v3c_4h_top15-mr4h-effective,Strat03RSIBBMeanReversion_v3c,mean_reversion,4h,top15_mr4h_effective,4,0.01,-0.07496954899999998,0.6018627655872661,0.12402985799999443,success,INCREASE_SAMPLE_SIZE,46.0,"TOO_CONCENTRATED_TOP1,TOO_CONCENTRATED_TOP3,PAIR_DEPENDENCY_RISK,LOW_SAMPLE"
20260220T154543Z_strat19volcompressionbreakout-4h-v1_4h_top15-mr4h-effective,Strat19VolCompressionBreakout_4h_v1,volatility_breakout,4h,top15_mr4h_effective,142,0.36,1.1785968269999998,1.2663356817810072,0.9430846514807856,success,INCREASE_SAMPLE_SIZE,100.0,ROBUST_CANDIDATE
20260220T154633Z_strat03rsibbmeanreversion-v3c_2h_top15-mr2h-effective,Strat03RSIBBMeanReversion_v3c,mean_reversion,2h,top15_mr2h_effective,19,0.05,-0.38678508600000006,0.4050918234648534,0.4667582390000007,success,INCREASE_SAMPLE_SIZE,46.0,"TOO_CONCENTRATED_TOP1,TOO_CONCENTRATED_TOP3,PAIR_DEPENDENCY_RISK,LOW_SAMPLE"
20260220T154633Z_strat03rsibbmeanreversion-v3c_4h_top20-mr4h-effective,Strat03RSIBBMeanReversion_v3c,mean_reversion,4h,top20_mr4h_effective,5,0.01,-0.17377489299999996,0.39473636153840636,0.17377489299999524,success,INCREASE_SAMPLE_SIZE,46.0,"TOO_CONCENTRATED_TOP1,TOO_CONCENTRATED_TOP3,PAIR_DEPENDENCY_RISK,LOW_SAMPLE"
20260220T160214Z_strat19volcompressionbreakout-4h-v1_4h_top15-mr4h-effective-fee-base,Strat19VolCompressionBreakout_4h_v1,volatility_breakout,4h,top15_mr4h_effective_fee_base,142,0.36,1.1785968269999998,1.2663356817810072,0.9430846514807856,success,INCREASE_SAMPLE_SIZE,100.0,ROBUST_CANDIDATE
20260220T160214Z_strat19volcompressionbreakout-4h-v1_4h_top15-mr4h-effective-fee50,Strat19VolCompressionBreakout_4h_v1,volatility_breakout,4h,top15_mr4h_effective_fee50,142,0.36,0.867289316,1.18736822474059,1.0109554685746072,success,INCREASE_SAMPLE_SIZE,100.0,ROBUST_CANDIDATE
20260220T160214Z_strat19volcompressionbreakout-4h-v1_4h_top15-mr4h-effective,Strat19VolCompressionBreakout_4h_v1,volatility_breakout,4h,top15_mr4h_effective,142,0.36,1.1785968269999998,1.2663356817810072,0.9430846514807856,success,INCREASE_SAMPLE_SIZE,100.0,ROBUST_CANDIDATE
20260220T160224Z_strat19volcompressionbreakout-4h-v1_4h_top15-mr4h-effective-wf4,Strat19VolCompressionBreakout_4h_v1,volatility_breakout,4h,top15_mr4h_effective_wf4,66,0.54,1.6146716380000001,1.948988829234356,0.41718832155497443,success,INCREASE_SAMPLE_SIZE,100.0,
20260220T160710Z_strat20donchianregimepullback-4h-v1_4h_top15-mr4h-effective,Strat20DonchianRegimePullback_4h_v1,trend,4h,top15_mr4h_effective,259,0.65,-3.8614557429999996,0.5957520961038163,4.165302690159025,success,DISCARD_OR_REDESIGN,66.0,"TOO_CONCENTRATED_TOP1,TOO_CONCENTRATED_TOP3,PAIR_DEPENDENCY_RISK"
20260220T161205Z_strat21emaregimereclaim-4h-v1_4h_top15-mr4h-effective,Strat21EMARegimeReclaim_4h_v1,trend,4h,top15_mr4h_effective,135,0.34,-1.5777451799999997,0.6447204755768251,1.6187286709999966,success,DISCARD_OR_REDESIGN,66.0,"TOO_CONCENTRATED_TOP1,TOO_CONCENTRATED_TOP3,PAIR_DEPENDENCY_RISK"
20260220T161637Z_strat19volcompressionbreakout-4h-v1_4h_top10-mr4h-effective-refresh,Strat19VolCompressionBreakout_4h_v1,volatility_breakout,4h,top10_mr4h_effective_refresh,107,0.27,0.6585819990000001,1.2440057919280956,0.8228074751952739,success,INCREASE_SAMPLE_SIZE,90.0,"PAIR_DEPENDENCY_RISK,ROBUST_CANDIDATE"
20260220T161637Z_strat19volcompressionbreakout-4h-v1_4h_top15-mr4h-effective-refresh,Strat19VolCompressionBreakout_4h_v1,volatility_breakout,4h,top15_mr4h_effective_refresh,142,0.36,1.1785968269999998,1.2663356817810072,0.9430846514807856,success,INCREASE_SAMPLE_SIZE,100.0,ROBUST_CANDIDATE
20260220T161637Z_strat19volcompressionbreakout-4h-v1_4h_top20-mr4h-effective-refresh,Strat19VolCompressionBreakout_4h_v1,volatility_breakout,4h,top20_mr4h_effective_refresh,157,0.4,0.46406330199999973,1.0817094877574038,1.3581098089999954,success,INCREASE_SAMPLE_SIZE,100.0,ROBUST_CANDIDATE
20260220T161648Z_strat19volcompressionbreakout-4h-v1_4h_top10-mr4h-effective-wf4-refresh,Strat19VolCompressionBreakout_4h_v1,volatility_breakout,4h,top10_mr4h_effective_wf4_refresh,49,0.4,1.081958006,2.0161971154264338,0.2981537679402652,success,INCREASE_SAMPLE_SIZE,100.0,
20260220T161648Z_strat19volcompressionbreakout-4h-v1_4h_top15-mr4h-effective-fee50-refresh,Strat19VolCompressionBreakout_4h_v1,volatility_breakout,4h,top15_mr4h_effective_fee50_refresh,142,0.36,0.867289316,1.18736822474059,1.0109554685746072,success,INCREASE_SAMPLE_SIZE,100.0,ROBUST_CANDIDATE
20260220T161648Z_strat19volcompressionbreakout-4h-v1_4h_top15-mr4h-effective-wf4-refresh,Strat19VolCompressionBreakout_4h_v1,volatility_breakout,4h,top15_mr4h_effective_wf4_refresh,66,0.54,1.6146716380000001,1.948988829234356,0.41718832155497443,success,INCREASE_SAMPLE_SIZE,100.0,
20260220T163146Z_strat22trendreclaim-1h-v1_1h_top15-mr1h-effective,Strat22TrendReclaim_1h_v1,trend,1h,top15_mr1h_effective,964,2.43,-9.514306576,0.5015985003174983,9.614693423483079,success,DISCARD_OR_REDESIGN,90.0,PAIR_DEPENDENCY_RISK
20260220T165606Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective,27,0.07,0.18315285199999998,1.5490820965293062,0.24595993499999624,success,MORE_WALKFORWARD,85.0,COST_FRAGILE
20260220T171810Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-wf-a-ext,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective_WF_A_EXT,5,0.04,0.134363751,3.949693628775965,0.045551765000004706,success,INCREASE_SAMPLE_SIZE,46.0,"TOO_CONCENTRATED_TOP1,TOO_CONCENTRATED_TOP3,PAIR_DEPENDENCY_RISK,LOW_SAMPLE"
20260220T171810Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-wf-b-ext,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective_WF_B_EXT,5,0.04,0.16124438000000002,8.58190529928998,0.02125138114696654,success,INCREASE_SAMPLE_SIZE,58.0,"TOO_CONCENTRATED_TOP3,PAIR_DEPENDENCY_RISK,LOW_SAMPLE"
20260220T171810Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-wf-c-ext,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective_WF_C_EXT,2,0.02,0.11905208599999999,0.0,0.0,success,INCREASE_SAMPLE_SIZE,46.0,"TOO_CONCENTRATED_TOP1,TOO_CONCENTRATED_TOP3,PAIR_DEPENDENCY_RISK,LOW_SAMPLE"
20260220T171810Z_strat19volcompressionbreakout-4h-v1_4h_top10-mr4h-effective-wf-a-ext,Strat19VolCompressionBreakout_4h_v1,volatility_breakout,4h,top10_mr4h_effective_WF_A_EXT,58,0.48,0.7752974570000001,1.533201096230938,0.5221683220000045,success,INCREASE_SAMPLE_SIZE,78.0,"TOO_CONCENTRATED_TOP3,PAIR_DEPENDENCY_RISK"
20260220T171810Z_strat19volcompressionbreakout-4h-v1_4h_top10-mr4h-effective-wf-b-ext,Strat19VolCompressionBreakout_4h_v1,volatility_breakout,4h,top10_mr4h_effective_WF_B_EXT,17,0.14,0.040835252,1.1027153293167204,0.152887439999995,success,INCREASE_SAMPLE_SIZE,46.0,"TOO_CONCENTRATED_TOP1,TOO_CONCENTRATED_TOP3,PAIR_DEPENDENCY_RISK,LOW_SAMPLE"
20260220T171811Z_strat19volcompressionbreakout-4h-v1_4h_top15-mr4h-effective-wf-a-ext,Strat19VolCompressionBreakout_4h_v1,volatility_breakout,4h,top15_mr4h_effective_WF_A_EXT,71,0.59,1.151254972,1.5820401865098959,0.432157030999997,success,INCREASE_SAMPLE_SIZE,100.0,
20260220T171811Z_strat19volcompressionbreakout-4h-v1_4h_top15-mr4h-effective-wf-b-ext,Strat19VolCompressionBreakout_4h_v1,volatility_breakout,4h,top15_mr4h_effective_WF_B_EXT,31,0.26,0.688387593,1.8322003391645014,0.34069375111913525,success,INCREASE_SAMPLE_SIZE,66.0,"TOO_CONCENTRATED_TOP1,TOO_CONCENTRATED_TOP3,PAIR_DEPENDENCY_RISK"
20260220T173616Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-wf-d-ext,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective_WF_D_EXT,13,0.11,-0.21143572300000002,0.1403651858990774,0.24595993499999624,success,INCREASE_SAMPLE_SIZE,70.0,"PAIR_DEPENDENCY_RISK,LOW_SAMPLE"
20260220T173616Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-wf-e-ext,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective_WF_E_EXT,12,0.1,0.073494751,1.5224435567293062,0.0743400700000052,success,INCREASE_SAMPLE_SIZE,58.0,"TOO_CONCENTRATED_TOP3,PAIR_DEPENDENCY_RISK,LOW_SAMPLE"
20260220T173616Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-wf-f-ext,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective_WF_F_EXT,8,0.07,0.149674919,2.595281649405836,0.0725565070000016,success,INCREASE_SAMPLE_SIZE,58.0,"TOO_CONCENTRATED_TOP3,PAIR_DEPENDENCY_RISK,LOW_SAMPLE"
20260220T174750Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-fee-base-20260220,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective_fee_base_20260220,27,0.07,0.18315285199999998,1.5490820965293062,0.24595993499999624,success,MORE_WALKFORWARD,85.0,COST_FRAGILE
20260220T174750Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-fee-p100-20260220,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective_fee_p100_20260220,27,0.07,-0.040363484000000005,0.9083792184595672,0.31751553300000523,success,INCREASE_SAMPLE_SIZE,51.0,"TOO_CONCENTRATED_TOP1,TOO_CONCENTRATED_TOP3,PAIR_DEPENDENCY_RISK,COST_FRAGILE"
20260220T174750Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-fee-p25-20260220,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective_fee_p25_20260220,27,0.07,0.15344450899999998,1.4275834249224542,0.2638488339999981,success,MORE_WALKFORWARD,,
20260220T174750Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-fee-p50-20260220,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective_fee_p50_20260220,27,0.07,0.025078504,1.0648121831823227,0.28173773400000074,success,MORE_WALKFORWARD,,
20260220T174750Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-fee-p75-20260220,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective_fee_p75_20260220,27,0.07,-0.007642489000000002,0.9815285186028728,0.2996266340000034,success,INCREASE_SAMPLE_SIZE,,
20260220T175456Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-wf-g-ext,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective_WF_G_EXT,13,0.11,-0.181571064,0.1597638441665888,0.20622255299999778,success,INCREASE_SAMPLE_SIZE,,
20260220T175457Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-wf-h-ext,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective_WF_H_EXT,12,0.1,-0.018656114000000005,0.89204907529222,0.13055290099999864,success,INCREASE_SAMPLE_SIZE,,
20260220T175457Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-wf-i-ext,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective_WF_I_EXT,10,0.08,0.03755671700000001,1.3220780705391193,0.0743400700000052,success,BASELINE_CANDIDATE,,
20260220T175457Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-wf-j-ext,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective_WF_J_EXT,12,0.1,0.064986465,1.4356148982446717,0.08284835599999951,success,INCREASE_SAMPLE_SIZE,58.0,"TOO_CONCENTRATED_TOP3,PAIR_DEPENDENCY_RISK,LOW_SAMPLE"
20260220T175457Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-wf-k-ext,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective_WF_K_EXT,7,0.06,0.18315936800000002,4.243928195943574,0.04550229056376864,success,BASELINE_CANDIDATE,,
20260220T175457Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-wf-l-ext,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective_WF_L_EXT,7,0.06,0.19816391400000002,5.371149158945397,0.02406751199999917,success,INCREASE_SAMPLE_SIZE,46.0,"TOO_CONCENTRATED_TOP1,TOO_CONCENTRATED_TOP3,PAIR_DEPENDENCY_RISK,LOW_SAMPLE"
20260220T181256Z_strat03rsibbmeanreversion-v3c_1h_top20-mr1h-effective-wf-d-ext,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top20_mr1h_effective_WF_D_EXT,15,0.13,-0.32407144300000007,0.09627615817040502,0.3585956549999992,success,INCREASE_SAMPLE_SIZE,,
20260220T181257Z_strat03rsibbmeanreversion-v3c_1h_top20-mr1h-effective-wf-e-ext,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top20_mr1h_effective_WF_E_EXT,12,0.1,0.073494751,1.5224435567293062,0.0743400700000052,success,BASELINE_CANDIDATE,,
20260220T181257Z_strat03rsibbmeanreversion-v3c_1h_top20-mr1h-effective-wf-f-ext,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top20_mr1h_effective_WF_F_EXT,11,0.09,0.099853237,1.4908005286455666,0.08342766136903054,success,BASELINE_CANDIDATE,,
20260220T181257Z_strat03rsibbmeanreversion-v3c_1h_top20-mr1h-effective-wf-g-ext,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top20_mr1h_effective_WF_G_EXT,14,0.12,-0.23642666400000006,0.12741871334640006,0.26107815300000536,success,INCREASE_SAMPLE_SIZE,,
20260220T181257Z_strat03rsibbmeanreversion-v3c_1h_top20-mr1h-effective-wf-h-ext,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top20_mr1h_effective_WF_H_EXT,13,0.11,-0.07351171399999998,0.6771212692904564,0.1854085009999949,success,INCREASE_SAMPLE_SIZE,,
20260220T181257Z_strat03rsibbmeanreversion-v3c_1h_top20-mr1h-effective-wf-i-ext,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top20_mr1h_effective_WF_I_EXT,11,0.09,-0.017298883,0.8991101671178864,0.12919567000000143,success,INCREASE_SAMPLE_SIZE,,
20260220T181257Z_strat03rsibbmeanreversion-v3c_1h_top20-mr1h-effective-wf-j-ext,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top20_mr1h_effective_WF_J_EXT,12,0.1,0.064986465,1.4356148982446717,0.08284835599999951,success,BASELINE_CANDIDATE,,
20260220T181257Z_strat03rsibbmeanreversion-v3c_1h_top20-mr1h-effective-wf-k-ext,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top20_mr1h_effective_WF_K_EXT,7,0.06,0.18315936800000002,4.243928195943574,0.04550229056376864,success,BASELINE_CANDIDATE,,
20260220T181257Z_strat03rsibbmeanreversion-v3c_1h_top20-mr1h-effective-wf-l-ext,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top20_mr1h_effective_WF_L_EXT,10,0.08,0.14834223200000002,1.957289136314715,0.08338724689764507,success,BASELINE_CANDIDATE,,
20260220T181307Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-lopo-rm-bnb-usdt,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective_LOPO_rm_BNB_USDT,26,0.07,0.133131716,1.3991215039109748,0.24595993499999624,success,MORE_WALKFORWARD,,
